Outcome Date,Name,Species,Primary Breed,Sex,Primary Color,Age (Months),Altered,Altered before arrival,Outcome Type,Intake Date,Intake Type,length_of_stay,Intake Type Grouped
2023-12-01,Frankie,Dog,Mixed Breed (Medium),Female,Blue,4,Yes,No,Adoption,2023-11-24,Stray,7,Stray
2023-12-01,Pepsi,Dog,Mixed Breed (Medium),Female,Brindle,12,Yes,No,Adoption,2023-11-16,Owner/Guardian Surrender,15,Owner/Guardian Surrender
2023-12-01,Bleau,Dog,Mixed Breed (Large),Male,Grey,34,No,Yes,Adoption,2023-11-25,Stray,6,Stray
2023-12-01,Bernie,Dog,Mixed Breed (Small),Male,Black,5,Yes,No,Adoption,2023-11-29,Stray,2,Stray
2023-12-01,Pumpkin,Dog,Mixed Breed (Medium),Female,Brown,18,Yes,No,Adoption,2023-11-21,Stray,10,Stray
2023-12-01,Moose,Dog,Mixed Breed (Large),Male,Black,96,To be determined,Yes,Return to Owner/Guardian,2023-11-30,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2024-02-27,Tree Bows,Dog,Mixed Breed (Small),Male,Grey,1,Yes,No,Adoption,2024-02-24,Stray,3,Stray
2024-02-27,Junior,Dog,Mixed Breed (Large),Male,Grey,12,Yes,No,Adoption,2024-02-25,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2024-02-27,Marty,Dog,Mixed Breed (Small),Male,Black,24,Yes,No,Adoption,2024-02-24,Stray,3,Stray
2024-02-27,Tank,Dog,Mixed Breed (Medium),Male,Brindle,60,Yes,No,Adoption,2024-01-28,Owner/Guardian Surrender,30,Owner/Guardian Surrender
2024-02-27,Anie,Dog,Mixed Breed (Large),Female,Black,77,No,Yes,Adoption,2024-02-17,Owner/Guardian Surrender,10,Owner/Guardian Surrender
2024-02-27,Tall Santas,Dog,Mixed Breed (Small),Male,Grey,1,Yes,No,Adoption,2024-02-24,Stray,3,Stray
2024-02-27,Angel,Dog,Mixed Breed (Small),Male,Grey,1,Yes,No,Adoption,2024-02-24,Stray,3,Stray
2024-02-27,Duckie,Dog,Mixed Breed (Medium),Female,White,18,Yes,No,Adoption,2024-02-17,Stray,10,Stray
2024-02-27,Mojo,Dog,Mixed Breed (Large),Male,Grey,37,Yes,No,Adoption,2024-02-18,Return,9,Return
2024-02-27,Bowie,Dog,Mixed Breed (Medium),Male,Black,96,Yes,Yes,Adoption,2024-02-22,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2024-02-27,Ramen Noodle,Dog,Mixed Breed (Small),Male,White,156,Yes,No,Adoption,2024-02-23,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2024-02-27,Fudge,Dog,Mixed Breed (Medium),Male,Brindle,24,Yes,No,Adoption,2024-02-23,Stray,4,Stray
2024-02-27,Adonis,Dog,Mixed Breed (Medium),Male,Brindle,61,No,Yes,Return to Owner/Guardian,2024-02-09,Return,18,Return
2024-02-27,Pebble,Dog,Mixed Breed (Medium),Male,Black,48,Yes,No,Adoption,2024-02-16,Stray,11,Stray
2024-02-27,Stuffed Animals,Dog,Mixed Breed (Small),Female,White,1,Yes,No,Adoption,2024-02-24,Stray,3,Stray
2024-02-27,PDQ,Dog,Mixed Breed (Small),Male,Black,43,Yes,No,Return to Owner/Guardian,2024-02-24,Stray,3,Stray
2024-04-05,Scrappy,Dog,Mixed Breed (Small),Male,Tan,60,Yes,No,Adoption,2024-03-30,Stray,6,Stray
2024-04-05,Oreo,Dog,Mixed Breed (Medium),Male,White,11,Yes,No,Adoption,2024-03-31,Return,5,Return
2024-04-05,Walnut,Dog,Mixed Breed (Small),Female,Brown,2,Yes,No,Adoption,2024-04-05,Return,0,Return
2024-04-05,Bunny Ears,Dog,Mixed Breed (Medium),Male,Tan,5,Yes,No,Adoption,2024-04-03,Stray,2,Stray
2023-10-19,Jax,Dog,Mixed Breed (Large),Male,Black,25,Yes,No,Adoption,2023-09-28,Return,21,Return
2023-10-19,Jango Fett,Dog,Mixed Breed (Medium),Male,Grey,24,Yes,No,Adoption,2023-09-20,Stray,29,Stray
2023-10-19,London Bella,Dog,Mixed Breed (Small),Female,Grey,84,Yes,No,Adoption,2023-10-16,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2023-10-19,T.P. Mummy,Dog,Mixed Breed (Small),Male,White,2,Yes,No,Adoption,2023-10-18,Stray,1,Stray
2023-10-19,Glazed Donut,Dog,Mixed Breed (Large),Male,Yellow,72,To be determined,Yes,Adoption,2023-10-13,Stray,6,Stray
2023-10-19,Jewel,Dog,Mixed Breed (Small),Male,White,24,No,Yes,Return to Owner/Guardian,2023-10-17,Stray,2,Stray
2023-10-19,Rush,Dog,Mixed Breed (Small),Female,Grey,144,To be determined,No,Return to Owner/Guardian,2023-10-15,Stray,4,Stray
2023-10-19,Santee,Dog,Mixed Breed (Medium),Female,Tan,49,Yes,No,Adoption,2023-09-03,Owner/Guardian Surrender,46,Owner/Guardian Surrender
2023-10-19,Cashen,Dog,Mixed Breed (Medium),Male,Black,18,No,Yes,Adoption,2023-10-13,Stray,6,Stray
2023-10-19,Corbin,Dog,Mixed Breed (Small),Male,Black,12,Yes,No,Adoption,2023-10-12,Stray,7,Stray
2023-10-19,Kaia,Dog,Mixed Breed (Medium),Female,Black,84,No,Yes,Adoption,2023-10-08,Owner/Guardian Surrender,11,Owner/Guardian Surrender
2023-11-19,Red,Dog,Mixed Breed (Small),Male,Tan,96,Yes,No,Adoption,2023-11-10,Owner/Guardian Surrender,9,Owner/Guardian Surrender
2023-11-19,Super,Dog,Mixed Breed (Medium),Female,Brown,6,Yes,No,Adoption,2023-11-18,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2023-11-19,Ace,Dog,Mixed Breed (Large),Male,Brown,96,No,Yes,Adoption,2023-08-22,Owner/Guardian Surrender,89,Owner/Guardian Surrender
2023-11-19,Extra,Dog,Mixed Breed (Medium),Male,Black,24,Yes,No,Adoption,2023-11-11,Stray,8,Stray
2023-11-19,Maggie,Dog,Mixed Breed (Medium),Female,Blond,56,Yes,No,Return to Owner/Guardian,2023-11-19,Stray,0,Stray
2023-11-19,Rudy,Dog,Mixed Breed (Large),Male,Tan,42,Yes,No,Adoption,2023-10-02,Transfer In,48,Transfer In
2023-11-19,Chico,Dog,Mixed Breed (Medium),Male,Brown,18,Yes,No,Adoption,2023-11-11,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2023-11-19,Darcy,Dog,Mixed Breed (Medium),Female,Brown,54,Yes,No,Adoption,2023-11-18,Owner/Guardian Surrender,1,Owner/Guardian Surrender
2023-11-19,Skymae,Dog,Mixed Breed (Small),Female,White,84,No,Yes,Adoption,2023-11-13,Stray,6,Stray
2023-11-19,Tom Petty,Dog,Mixed Breed (Large),Male,Black,21,Yes,No,Adoption,2023-09-05,Return,75,Return
2023-11-19,Shishito,Dog,Mixed Breed (Small),Male,Brown,12,Yes,No,Adoption,2023-11-13,Stray,6,Stray
2023-11-19,Smokey,Dog,Mixed Breed (Small),Male,Grey,36,Yes,No,Adoption,2023-11-12,Stray,7,Stray
2023-12-20,Opheli,Dog,Mixed Breed (Small),Female,Brown,24,No,Yes,Adoption,2023-12-19,Return,1,Return
2023-12-20,Cluck,Dog,Mixed Breed (Medium),Male,Brindle,12,Yes,No,Adoption,2023-11-28,Stray,22,Stray
2023-12-20,Lamar Barkson,Dog,Mixed Breed (Small),Male,Grey,4,Yes,No,Adoption,2023-12-18,Stray,2,Stray
2023-12-20,Meelo,Dog,Mixed Breed (Large),Male,Black,18,Yes,No,Adoption,2023-11-29,Stray,21,Stray
2023-12-20,Oreo,Dog,Mixed Breed (Small),Female,Black,2,Yes,No,Adoption,2023-12-12,Stray,8,Stray
2023-12-19,Red Velvet Ribbon,Dog,Mixed Breed (Medium),Female,Brown,10,Yes,No,Adoption,2023-12-16,Service In,3,Service In
2023-12-19,Angel,Dog,Mixed Breed (Medium),Female,Black,48,Yes,No,Adoption,2023-12-16,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2023-12-19,Opheli,Dog,Mixed Breed (Small),Female,Brown,24,No,Yes,Adoption,2023-12-13,Stray,6,Stray
2023-12-19,Chase,Dog,Mixed Breed (Large),Male,Brown,12,Yes,No,Adoption,2023-12-15,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2023-12-19,Jessie,Dog,Mixed Breed (Medium),Female,Black,87,No,Yes,Return to Owner/Guardian,2023-09-06,Owner/Guardian Surrender,104,Owner/Guardian Surrender
2023-09-30,Question Mark,Dog,Mixed Breed (Large),Male,Black,36,Yes,No,Adoption,2023-09-24,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2023-09-30,Loki,Dog,Mixed Breed (Large),Male,Black,17,Yes,No,Adoption,2023-09-17,Owner/Guardian Surrender,13,Owner/Guardian Surrender
2023-09-30,Mingo,Dog,Mixed Breed (Small),Female,White,2,Yes,No,Adoption,2023-09-28,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2023-09-30,Neela,Dog,Mixed Breed (Medium),Female,Tan,79,No,Yes,Return to Owner/Guardian,2023-09-24,Stray,6,Stray
2023-09-30,Energizer Bunny,Dog,Mixed Breed (Medium),Female,Black,8,Yes,No,Adoption,2023-09-24,Stray,6,Stray
2024-03-22,Miss Pucket,Dog,Mixed Breed (Medium),Female,Brown,24,Yes,No,Adoption,2024-03-02,Owner/Guardian Surrender,20,Owner/Guardian Surrender
2024-03-22,Sarah,Dog,Mixed Breed (Medium),Female,Black,34,No,Yes,Adoption,2024-03-13,Transfer In,9,Transfer In
2024-03-22,Kerropi,Dog,Mixed Breed (Small),Female,Black,12,Yes,No,Adoption,2024-03-16,Stray,6,Stray
2024-03-22,Lucy,Dog,Mixed Breed (Medium),Female,Grey,24,Yes,No,Adoption,2024-03-19,Stray,3,Stray
2024-03-22,Whatcha-Ma-Callit,Dog,Mixed Breed (Small),Male,Tan,120,Yes,No,Adoption,2024-03-15,Stray,7,Stray
2024-03-22,Maybelline,Dog,Mixed Breed (Medium),Female,Tan,45,Yes,No,Adoption,2024-02-21,Return,30,Return
2023-04-27,Chip,Dog,Mixed Breed (Small),Male,Black,72,No,Yes,Adoption,2023-04-21,Stray,6,Stray
2023-04-27,Bolo,Dog,Mixed Breed (Medium),Female,Black,12,Yes,No,Adoption,2023-04-20,Return,7,Return
2023-04-27,Rona,Dog,Mixed Breed (Medium),Female,Black,53,No,Yes,Adoption,2023-04-26,Stray,1,Stray
2023-04-27,Ace,Dog,Mixed Breed (Large),Male,Black,3,Yes,No,Adoption,2023-04-25,Stray,2,Stray
2023-04-27,Linen,Dog,Mixed Breed (Small),Male,White,132,No,Yes,Return to Owner/Guardian,2023-04-26,Stray,1,Stray
2023-04-27,Wednesday,Dog,Mixed Breed (Medium),Female,Black,60,Yes,No,Adoption,2023-04-12,Stray,15,Stray
2023-04-27,Prince Rogers Nelson,Dog,Mixed Breed (Medium),Male,Brown,87,No,Yes,Adoption,2023-04-08,Stray,19,Stray
2023-04-27,Pooster,Dog,Mixed Breed (Small),Male,White,24,Yes,No,Adoption,2023-04-21,Stray,6,Stray
2023-04-27,Xena,Dog,Mixed Breed (Small),Female,Brown,108,Yes,No,Adoption,2023-04-21,Stray,6,Stray
2023-12-26,Charlie,Dog,Mixed Breed (Medium),Female,Black,37,No,Yes,Adoption,2023-11-27,Owner/Guardian Surrender,29,Owner/Guardian Surrender
2023-12-26,Bingo,Dog,Mixed Breed (Medium),Female,Grey,24,Yes,No,Adoption,2023-12-15,Service In,11,Service In
2023-12-26,Dexter,Dog,Mixed Breed (Small),Male,Brown,12,Yes,No,Adoption,2023-12-24,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2023-12-26,Darla,Dog,Mixed Breed (Medium),Female,Brown,24,Yes,No,Adoption,2023-12-21,Service In,5,Service In
2023-12-26,Tokyo,Dog,Mixed Breed (Small),Female,Black,17,Yes,No,Adoption,2023-12-23,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2023-12-26,Ginger,Dog,Mixed Breed (Medium),Female,Black,24,Yes,No,Adoption,2023-12-22,Stray,4,Stray
2023-12-26,Shadow,Dog,Mixed Breed (Medium),Male,Brown,12,Yes,No,Adoption,2023-12-18,Stray,8,Stray
2023-12-26,Zena,Dog,Mixed Breed (Medium),Female,White,25,Yes,No,Adoption,2023-11-30,Return,26,Return
2023-12-26,Chico,Dog,Mixed Breed (Medium),Male,Brown,19,Yes,No,Adoption,2023-12-19,Return,7,Return
2023-12-26,Angel Kisses,Dog,Mixed Breed (Medium),Female,White,30,To be determined,Unknown,Return to Owner/Guardian,2023-12-26,Stray,0,Stray
2023-12-26,Tucker,Dog,Mixed Breed (Medium),Male,Black,60,No,Yes,Adoption,2023-12-19,Return,7,Return
2023-12-26,Phenix,Dog,Mixed Breed (Medium),Female,Brindle,12,Yes,No,Return to Owner/Guardian,2023-12-16,Stray,10,Stray
2023-12-26,Ms. Frizzle,Dog,Mixed Breed (Small),Female,Grey,120,To be determined,Yes,Adoption,2023-12-19,Stray,7,Stray
2023-04-10,Rhino,Dog,Mixed Breed (Medium),Male,Black,64,No,Yes,Adoption,2023-03-29,Owner/Guardian Surrender,12,Owner/Guardian Surrender
2023-04-10,Bluebell,Dog,Mixed Breed (Large),Female,Brown,89,No,Yes,Adoption,2023-01-21,Owner/Guardian Surrender,79,Owner/Guardian Surrender
2023-04-10,Gracie,Dog,Mixed Breed (Medium),Female,Tan,14,Yes,No,Adoption,2023-03-24,Stray,17,Stray
2023-04-10,Sundae,Dog,Mixed Breed (Medium),Female,Grey,48,Yes,No,Adoption,2023-03-27,Stray,14,Stray
2023-04-10,Baby Hank,Dog,Mixed Breed (Large),Male,Brown,53,Yes,Yes,Adoption,2023-02-08,Owner/Guardian Surrender,61,Owner/Guardian Surrender
2023-04-10,Beta,Dog,Mixed Breed (Small),Male,White,84,No,Yes,Adoption,2023-04-02,Stray,8,Stray
2023-10-15,Roadie,Dog,Mixed Breed (Large),Female,Brindle,12,No,Yes,Adoption,2023-10-13,Return,2,Return
2023-10-15,Cheeseburger Casserole,Dog,Mixed Breed (Medium),Female,Tan,12,Yes,No,Adoption,2023-10-07,Stray,8,Stray
2024-04-02,Tinkerbell,Dog,Mixed Breed (Medium),Female,Brown,4,Yes,No,Adoption,2024-03-31,Stray,2,Stray
2024-04-02,Walnut,Dog,Mixed Breed (Small),Female,Brown,2,Yes,No,Adoption,2024-03-30,Stray,3,Stray
2024-04-02,Hoity,Dog,Mixed Breed (Medium),Female,Black,4,Yes,No,Adoption,2024-03-31,Owner/Guardian Surrender,2,Owner/Guardian Surrender
2024-04-02,Razzmatazz,Dog,Mixed Breed (Medium),Male,Tan,26,Yes,No,Adoption,2024-03-20,Stray,13,Stray
2024-04-02,Periwinkle,Dog,Mixed Breed (Medium),Female,Black,4,Yes,No,Adoption,2024-03-31,Stray,2,Stray
2024-04-02,Dyson,Dog,Mixed Breed (Large),Male,Tan,5,Yes,No,Adoption,2024-03-31,Stray,2,Stray
2024-04-02,Shark,Dog,Mixed Breed (Large),Female,Brown,5,Yes,No,Adoption,2024-03-31,Stray,2,Stray
2024-04-02,Bark B-Q,Dog,Mixed Breed (Medium),Male,Grey,39,Yes,No,Adoption,2024-03-25,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2023-11-22,Amie,Dog,Mixed Breed (Small),Female,Brown,12,Yes,No,Adoption,2023-11-16,Stray,6,Stray
2023-11-22,Courage,Dog,Mixed Breed (Medium),Male,Black,3,Yes,No,Adoption,2023-11-19,Stray,3,Stray
2023-11-22,Dainty,Dog,Mixed Breed (Small),Female,Brown,24,Yes,No,Adoption,2023-11-12,Stray,10,Stray
2023-11-22,Peter,Dog,Mixed Breed (Large),Male,White,79,No,Yes,Adoption,2023-10-02,Owner/Guardian Surrender,51,Owner/Guardian Surrender
2023-11-22,Roscoe,Dog,Mixed Breed (Medium),Male,Black,36,Yes,No,Adoption,2023-11-18,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2023-11-22,Pesto,Dog,Mixed Breed (Large),Male,Brown,36,No,Yes,Adoption,2023-10-01,Return,52,Return
2023-11-22,Banana Cream Pie,Dog,Mixed Breed (Small),Male,Tan,18,Yes,No,Adoption,2023-11-16,Stray,6,Stray
2023-05-04,Muttley,Dog,Mixed Breed (Small),Male,Black,132,Yes,No,Adoption,2023-04-27,Stray,7,Stray
2023-05-04,Meep,Dog,Mixed Breed (Small),Male,Black,3,Yes,Yes,Adoption,2023-05-03,Stray,1,Stray
2023-05-04,Fray,Dog,Mixed Breed (Medium),Female,Tan,8,Yes,No,Adoption,2023-04-24,Return,10,Return
2023-05-04,Larry,Dog,Mixed Breed (Large),Male,Brown,48,Yes,No,Return to Owner/Guardian,2023-05-03,Stray,1,Stray
2023-05-04,Dublin,Dog,Mixed Breed (Small),Male,Tan,24,Yes,No,Adoption,2023-04-28,Stray,6,Stray
2023-05-04,Ahsoka,Dog,Mixed Breed (Large),Female,Brindle,24,No,Yes,Adoption,2023-04-25,Return,9,Return
2023-05-04,Moto Moto,Dog,Mixed Breed (Large),Male,Brown,61,Yes,No,Adoption,2023-04-13,Return,21,Return
2023-05-04,DeeDee,Dog,Mixed Breed (Medium),Female,Brindle,24,No,Yes,Adoption,2023-04-22,Stray,12,Stray
2023-05-04,Frankie,Dog,Mixed Breed (Small),Male,Brown,84,Yes,No,Adoption,2023-04-28,Stray,6,Stray
2023-05-04,Vichi,Dog,Mixed Breed (Large),Male,Brown,61,No,Yes,Adoption,2023-03-24,Owner/Guardian Surrender,41,Owner/Guardian Surrender
2023-05-04,Max,Dog,Mixed Breed (Medium),Male,Tan,13,No,Yes,Adoption,2023-04-01,Owner/Guardian Surrender,33,Owner/Guardian Surrender
2024-01-30,Orion,Dog,Mixed Breed (Medium),Male,Black,25,Yes,Yes,Adoption,2024-01-11,Return,19,Return
2024-01-30,Melon,Dog,Mixed Breed (Medium),Female,Brown,48,Yes,No,Adoption,2024-01-08,Stray,22,Stray
2024-01-30,Amara,Dog,Mixed Breed (Medium),Female,Brown,6,Yes,No,Adoption,2024-01-23,Stray,7,Stray
2024-01-30,Watermelon,Dog,Mixed Breed (Medium),Female,Black,36,Yes,No,Adoption,2024-01-25,Service In,5,Service In
2024-01-30,Isabella,Dog,Mixed Breed (Medium),Female,Black,5,Yes,No,Adoption,2024-01-27,Stray,3,Stray
2024-01-30,Gia,Dog,Mixed Breed (Small),Female,White,12,No,Yes,Adoption,2024-01-23,Transfer In,7,Transfer In
2024-01-30,GG,Dog,Mixed Breed (Small),Female,White,2,Yes,No,Adoption,2024-01-27,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2024-01-30,Junior,Dog,Mixed Breed (Large),Male,Grey,3,Yes,No,Adoption,2024-01-26,Stray,4,Stray
2024-01-30,Robbie,Dog,Mixed Breed (Medium),Female,Brindle,4,Yes,No,Adoption,2024-01-20,Stray,10,Stray
2024-01-30,Jasper,Dog,Mixed Breed (Small),Male,White,60,Yes,No,Adoption,2024-01-27,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2024-01-30,Tiger,Dog,Mixed Breed (Medium),Male,Brindle,48,No,Yes,Adoption,2024-01-14,Owner/Guardian Surrender,16,Owner/Guardian Surrender
2024-01-30,Cavern,Dog,Mixed Breed (Medium),Male,Black,120,To be determined,Unknown,Return to Owner/Guardian,2024-01-21,Stray,9,Stray
2024-01-30,Blues Clues,Dog,Mixed Breed (Medium),Female,Brown,6,Yes,No,Adoption,2024-01-23,Stray,7,Stray
2024-01-01,Piper,Dog,Mixed Breed (Medium),Female,Brown,122,No,Yes,Adoption,2023-10-05,Stray,88,Stray
2024-01-01,Blick,Dog,Mixed Breed (Medium),Male,Blue,15,Yes,No,Adoption,2023-12-26,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2024-01-01,Elvis,Dog,Mixed Breed (Medium),Male,Brown,13,Yes,No,Adoption,2023-12-24,Stray,8,Stray
2024-01-01,Red Velvet Ribbon,Dog,Mixed Breed (Medium),Female,Brown,10,Yes,No,Adoption,2023-12-28,Return,4,Return
2024-01-01,Rimini,Dog,Mixed Breed (Medium),Female,Brown,10,Yes,No,Adoption,2023-12-29,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2023-12-18,Rabbit,Dog,Mixed Breed (Medium),Female,Black,12,No,Yes,Adoption,2023-12-01,Service In,17,Service In
2023-12-18,Chad,Dog,Mixed Breed (Large),Male,Black,24,Yes,No,Adoption,2023-12-09,Stray,9,Stray
2023-12-18,Ginger,Dog,Mixed Breed (Medium),Female,White,18,Yes,No,Adoption,2023-11-27,Stray,21,Stray
2023-12-18,Odiis Dexter,Dog,Mixed Breed (Medium),Male,Black,24,No,Yes,Adoption,2023-11-19,Owner/Guardian Surrender,29,Owner/Guardian Surrender
2023-12-18,Crown,Dog,Mixed Breed (Large),Male,Brown,18,No,Yes,Adoption,2023-12-13,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2023-12-18,Duchess,Dog,Mixed Breed (Medium),Female,Grey,36,No,Yes,Adoption,2023-12-02,Stray,16,Stray
2023-12-18,Reginald,Dog,Mixed Breed (Medium),Male,Black,12,Yes,No,Adoption,2023-12-12,Stray,6,Stray
2023-12-18,Cali,Dog,Mixed Breed (Medium),Male,Black,7,Yes,No,Adoption,2023-12-11,Stray,7,Stray
2023-08-25,Rex,Dog,Mixed Breed (Medium),Male,Black,24,No,Yes,Adoption,2023-08-25,Owner/Guardian Surrender,0,Owner/Guardian Surrender
2023-08-25,Cuddles,Dog,Mixed Breed (Small),Male,White,72,Yes,No,Adoption,2023-08-19,Stray,6,Stray
2023-08-25,Benita,Dog,Mixed Breed (Medium),Female,Tan,60,No,Yes,Adoption,2023-08-19,Stray,6,Stray
2023-08-25,Sweet Tea,Dog,Mixed Breed (Medium),Female,Brown,18,Yes,No,Adoption,2023-08-16,Stray,9,Stray
2023-08-25,Spongy,Dog,Mixed Breed (Small),Male,Brown,4,Yes,No,Adoption,2023-08-23,Stray,2,Stray
2023-08-25,Justine,Dog,Mixed Breed (Medium),Female,Brindle,7,Yes,No,Adoption,2023-08-14,Stray,11,Stray
2023-08-25,Krash,Dog,Mixed Breed (Medium),Male,Brown,61,Yes,No,Adoption,2023-08-09,Owner/Guardian Surrender,16,Owner/Guardian Surrender
2023-08-25,Sir Buttons,Dog,Mixed Breed (Small),Male,Black,24,Yes,No,Adoption,2023-08-19,Stray,6,Stray
2023-05-15,Havarti,Dog,Mixed Breed (Large),Male,Black,48,Yes,No,Adoption,2023-04-28,Stray,17,Stray
2023-05-15,Boss Lady,Dog,Mixed Breed (Medium),Female,Brown,24,No,Yes,Adoption,2023-04-27,Owner/Guardian Surrender,18,Owner/Guardian Surrender
2023-05-15,Atlas,Dog,Mixed Breed (Medium),Male,Brown,5,Yes,No,Adoption,2023-05-12,Stray,3,Stray
2023-05-15,Duchess,Dog,Mixed Breed (Large),Female,Brown,24,Yes,Yes,Adoption,2023-05-13,Return,2,Return
2023-05-15,Max,Dog,Mixed Breed (Small),Male,Black,5,Yes,No,Adoption,2023-05-12,Stray,3,Stray
2023-05-15,Matchbox 20,Dog,Mixed Breed (Medium),Female,Black,14,Yes,No,Adoption,2023-05-07,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2023-10-16,Splatta,Dog,Mixed Breed (Medium),Female,Brown,68,No,Yes,Adoption,2023-10-03,Stray,13,Stray
2023-10-16,Dusty,Dog,Mixed Breed (Medium),Male,Tan,12,Yes,No,Adoption,2023-10-14,Stray,2,Stray
2023-10-16,Frosty,Dog,Mixed Breed (Medium),Female,White,36,Yes,No,Adoption,2023-09-25,Stray,21,Stray
2023-10-16,Lex,Dog,Mixed Breed (Medium),Male,Fawn,60,No,Yes,Adoption,2023-10-13,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2023-10-16,Chancey,Dog,Mixed Breed (Small),Female,Fawn,144,Yes,No,Adoption,2023-10-08,Stray,8,Stray
2023-10-16,Snow,Dog,Mixed Breed (Medium),Female,White,28,No,Yes,Adoption,2023-10-02,Owner/Guardian Surrender,14,Owner/Guardian Surrender
2023-10-16,Peppa,Dog,Mixed Breed (Large),Female,Black,97,No,Yes,Adoption,2023-09-05,Owner/Guardian Surrender,41,Owner/Guardian Surrender
2023-10-16,Posey,Dog,Mixed Breed (Medium),Female,White,35,Yes,No,Adoption,2023-03-17,Owner/Guardian Surrender,213,Owner/Guardian Surrender
2023-10-16,Cricket,Dog,Mixed Breed (Large),Female,Tan,120,No,Yes,Adoption,2023-10-11,Owner/Guardian Surrender,5,Owner/Guardian Surrender
2023-11-24,Callie,Dog,Mixed Breed (Medium),Female,Brown,25,Yes,No,Adoption,2023-10-18,Owner/Guardian Surrender,37,Owner/Guardian Surrender
2023-11-24,Kilo,Dog,Mixed Breed (Medium),Male,White,36,Yes,No,Adoption,2023-11-11,Stray,13,Stray
2023-11-24,Maxx,Dog,Mixed Breed (Large),Male,Brown,48,Yes,No,Return to Owner/Guardian,2023-11-15,Owner/Guardian Surrender,9,Owner/Guardian Surrender
2023-11-24,Pretzel,Dog,Mixed Breed (Small),Male,Black,72,No,Yes,Return to Owner/Guardian,2023-11-22,Stray,2,Stray
2023-11-24,Kaitlyn,Dog,Mixed Breed (Medium),Female,White,12,No,Yes,Adoption,2023-11-17,Owner/Guardian Surrender,7,Owner/Guardian Surrender
2023-11-24,Bear,Dog,Mixed Breed (Medium),Male,Brown,84,No,Yes,Adoption,2023-11-14,Stray,10,Stray
2023-11-24,Marla,Dog,Mixed Breed (Large),Female,Black,39,No,Yes,Adoption,2023-11-20,Owner/Guardian Surrender,4,Owner/Guardian Surrender
2023-11-24,Red,Dog,Mixed Breed (Small),Male,Tan,96,Yes,No,Adoption,2023-11-21,Return,3,Return
2023-11-24,Atari,Dog,Mixed Breed (Small),Male,Brindle,14,Yes,No,Adoption,2023-11-17,Stray,7,Stray
2024-01-05,Artesian,Dog,Mixed Breed (Medium),Female,Black,84,Yes,Yes,Adoption,2023-12-13,Stray,23,Stray
2024-01-05,Tricksy,Dog,Mixed Breed (Medium),Female,Apricot,12,Yes,Yes,Adoption,2023-12-29,Stray,7,Stray
2024-01-05,Snoop,Dog,Mixed Breed (Medium),Male,Brindle,13,Yes,No,Adoption,2023-12-27,Return,9,Return
2024-01-05,Bambi,Dog,Mixed Breed (Medium),Female,Brown,12,Yes,No,Adoption,2023-12-30,Owner/Guardian Surrender,6,Owner/Guardian Surrender
2024-01-05,Reggie,Dog,Mixed Breed (Large),Male,Brown,56,Yes,No,Return to Owner/Guardian,2023-11-23,Stray,43,Stray
2024-01-05,Boosa,Dog,Mixed Breed (Large),Male,Black,32,Yes,No,Adoption,2023-10-18,Owner/Guardian Surrender,79,Owner/Guardian Surrender
2024-01-05,Meelo,Dog,Mixed Breed (Large),Male,Black,19,Yes,No,Adoption,2024-01-02,Return,3,Return
2023-12-22,Boujee,Dog,Mixed Breed (Large),Female,Black,27,No,Yes,Adoption,2023-09-17,Service In,96,Service In
2023-12-22,Cranberry,Dog,Mixed Breed (Medium),Female,Grey,9,Yes,No,Adoption,2023-12-20,Return,2,Return
2023-12-22,Art,Dog,Mixed Breed (Medium),Male,Tan,29,To be determined,Yes,Adoption,2023-11-30,Owner/Guardian Surrender,22,Owner/Guardian Surrender
2023-12-22,Ramon,Dog,Mixed Breed (Large),Male,Brown,31,Yes,No,Adoption,2023-12-19,Owner/Guardian Surrender,3,Owner/Guardian Surrender
2023-12-22,Clark,Dog,Mixed Breed (Large),Male,Brown,48,No,Yes,Adoption,2023-12-14,Owner/Guardian Surrender,8,Owner/Guardian Surrender
2023-12-22,Lamar Barkson,Dog,Mixed Breed (Small),Male,Grey,4,Yes,No,Adoption,2023-12-21,Return,1,Return
